"id","version","process_name","excel_key","json_key","description","example","file_id","is_update","partner_api_key","can_update_stage","grouping","prefix_config","created_at","updated_at","created_by","field_order","updated_by","json_key_role"
145,1,Disbursement,LENDER1TENURE,loanAccountDisbursementSchedule.lender1.tenure,"","",0,1,loanAccountDisbursementSchedule.lender1.tenure,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
146,1,Disbursement,LENDER1MATURITYDATE,loanAccountDisbursementSchedule.lender1.maturityDate,"","",0,1,loanAccountDisbursementSchedule.lender1.maturityDate,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
147,1,Disbursement,LENDER2MATURITYDATE,loanAccountDisbursementSchedule.lender2.maturityDate,"","",0,1,loanAccountDisbursementSchedule.lender2.maturityDate,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
148,1,Disbursement,LENDER2DISBURSEMENTDATE,loanAccountDisbursementSchedule.lender2.disbursementDate,"","",0,1,loanAccountDisbursementSchedule.lender2.disbursementDate,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
149,1,Disbursement,LENDER2DISBURSEMENTAMOUNT,loanAccountDisbursementSchedule.lender2.netDisbursementAmount,"","",0,1,loanAccountDisbursementSchedule.lender2.netDisbursementAmount,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
150,1,Disbursement,LENDER2FUNDTRANSFERDATE,loanAccountDisbursementSchedule.lender2.referenceDate,"","",0,1,loanAccountDisbursementSchedule.lender2.referenceDate,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
151,1,Disbursement,LENDER2UTR,loanAccountDisbursementSchedule.lender2.referenceNumber,"","",0,1,loanAccountDisbursementSchedule.lender2.referenceNumber,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
152,1,Disbursement,UDF3,loanAccountDisbursementSchedule.udf3,"","",0,1,loanAccountDisbursementSchedule.udf3,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
153,1,Disbursement,UDF4,loanAccountDisbursementSchedule.udf4,"","",0,1,loanAccountDisbursementSchedule.udf4,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
154,1,Disbursement,UDF5,loanAccountDisbursementSchedule.udf5,"","",0,1,loanAccountDisbursementSchedule.udf5,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
155,1,Disbursement,UDFDATE3,loanAccountDisbursementSchedule.udfDate3,"","",0,1,loanAccountDisbursementSchedule.udfDate3,,"","","2024-03-07 19:04:41","2024-05-27 12:51:02","",0.00,,OTHERS
156,1,Disbursement,UDFDATE4,loanAccountDisbursementSchedule.udfDate4,"","",0,1,loanAccountDisbursementSchedule.udfDate4,,"","","2024-03-07 19:04:41","2024-05-27 12:51:03","",0.00,,OTHERS
157,1,Disbursement,UDFDATE5,loanAccountDisbursementSchedule.udfDate5,"","",0,1,loanAccountDisbursementSchedule.udfDate5,,"","","2024-03-07 19:04:41","2024-05-27 12:51:03","",0.00,,OTHERS
158,0,LoanScheduleUpload,PARTNERCODE,mliCode,The partner code of the loan,TESTORG,0,1,loanAccount.mliCode,,,,"2024-03-07 19:04:41",,,,,OTHERS
159,0,LoanScheduleUpload,LOANID,loanId,The unique identifier of the loan,TST128,0,1,loanAccount.loanId,,,,"2024-03-07 19:04:41",,,,,OTHERS
160,0,LoanScheduleUpload,SCHEDULENO,repaymentSchedule.0.scheduleNumber,The schedule number of the repayment,"1",0,1,repaymentSchedule.0.scheduleNumber,,,,"2024-03-07 19:04:41",,,,,OTHERS
161,0,LoanScheduleUpload,SCHEDULEDATE,repaymentSchedule.0.scheduleDate,The date of the repayment schedule,"2023-08-10",0,1,repaymentSchedule.0.scheduleDate,,,,"2024-03-07 19:04:41",,,,,OTHERS
162,0,LoanScheduleUpload,PRINCIPALAMT,repaymentSchedule.0.principalAmount,The principal amount to be repaid,"385.05",0,1,repaymentSchedule.0.principalAmount,,,,"2024-03-07 19:04:41",,,,,OTHERS
163,0,LoanScheduleUpload,INTERESTAMT,repaymentSchedule.0.interestAmount,The interest amount to be repaid,"67.95",0,1,repaymentSchedule.0.interestAmount,,,,"2024-03-07 19:04:41",,,,,OTHERS
164,0,LoanScheduleUpload,ADDITIONALINTERESTAMT,repaymentSchedule.0.additionalInterestAmount,The additional interest amount to be repaid,"0",0,1,repaymentSchedule.0.additionalInterestAmount,,,,"2024-03-07 19:04:41",,,,,OTHERS
165,0,LoanScheduleUpload,PENALINTERESTAMT,repaymentSchedule.0.penalInterestAmount,The penal interest amount to be repaid,"0",0,1,repaymentSchedule.0.penalInterestAmount,,,,"2024-03-07 19:04:41",,,,,OTHERS
166,0,LoanScheduleUpload,EMI,repaymentSchedule.0.emi,The equated monthly installment (EMI) amount,"453",0,1,repaymentSchedule.0.emi,,,,"2024-03-07 19:04:41",,,,,OTHERS
167,0,LoanScheduleUpload,EXPECTEDPRINCIPALBALANCE,repaymentSchedule.0.expectedPrincipalBalanceAfterPayment,The expected principal balance after the repayment,"9614.95",0,1,repaymentSchedule.0.expectedPrincipalBalanceAfterPayment,,,,"2024-03-07 19:04:41",,,,,OTHERS
168,0,LoanScheduleUpload,PRINCIPALOVERDUE,repaymentSchedule.0.principalOverdue,The overdue principal amount,"0",0,1,repaymentSchedule.0.principalOverdue,,,,"2024-03-07 19:04:41",,,,,OTHERS
169,0,LoanScheduleUpload,INTERESTOVERDUE,repaymentSchedule.0.interestOverdue,The overdue interest amount,"0",0,1,repaymentSchedule.0.interestOverdue,,,,"2024-03-07 19:04:41",,,,,OTHERS
170,0,LoanScheduleUpload,ADDITIONALINTERESTOVERDUE,repaymentSchedule.0.additionalInterestOverdue,The overdue additional interest amount,"0",0,1,repaymentSchedule.0.additionalInterestOverdue,,,,"2024-03-07 19:04:41",,,,,OTHERS
171,0,LoanScheduleUpload,PENALINTERESTOVERDUE,repaymentSchedule.0.penalInterestOverdue,The overdue penal interest amount,"0",0,1,repaymentSchedule.0.penalInterestOverdue,,,,"2024-03-07 19:04:41",,,,,OTHERS
172,0,LoanScheduleUpload,EMIOVERDUE,repaymentSchedule.0.emiOverdue,The overdue equated monthly installment (EMI) amount,"0",0,1,repaymentSchedule.0.emiOverdue,,,,"2024-03-07 19:04:41",,,,,OTHERS
278,0,Collection,PARTNERCODE,loanCollection.partnerCode,The unique code or identifier of the partner associated with the loan collection,"",0,1,loanCollection.partnerCode,,,,"2024-03-07 19:04:41",,,,,OTHERS
279,0,Collection,LOANID,loanCollection.accountNumber,The unique identifier of the loan account for which the collection is being processed,"",0,1,loanCollection.accountNumber,,,,"2024-03-07 19:04:41",,,,,OTHERS
280,0,Collection,REPAYMENTDATE,loanCollection.repaymentDate,The date on which the loan collection repayment is scheduled,"",0,1,loanCollection.repaymentDate,,,,"2024-03-07 19:04:41",,,,,OTHERS
281,0,Collection,DEMANDDATE,loanCollection.demandDate,The date of demand for the loan collection,"",0,1,loanCollection.demandDate,,,,"2024-03-07 19:04:41",,,,,OTHERS
282,0,Collection,TRANSACTIONID,loanCollection.transactionId,The unique identifier of the loan collection transaction,"",0,1,loanCollection.transactionId,,,,"2024-03-07 19:04:41",,,,,OTHERS
283,0,Collection,REPAYMENTTYPE,loanCollection.repaymentType,"The type of loan repayment being collected (e.g., installment, full payment, partial payment, etc.)","",0,1,loanCollection.repaymentType,,,,"2024-03-07 19:04:41",,,,,OTHERS
284,0,Collection,EXCESSPAYMENTALLOCATION,loanCollection.excessPaymentAllocation,"The amount of excess payment made by the borrower, which is the additional payment made on top of the regular loan installment","",0,1,loanCollection.excessPaymentAllocation,,,,"2024-03-07 19:04:41",,,,,OTHERS
285,0,Collection,REPAYMENTMODE,loanCollection.repaymentMode,"The mode or method of loan repayment used by the borrower (e.g., cash, check, online payment, etc.)","",0,1,loanCollection.repaymentMode,,,,"2024-03-07 19:04:41",,,,,OTHERS
286,0,Collection,REFERENCE,loanCollection.reference,The reference or identification number associated with the loan collection transaction. This reference number can be used for tracking and reconciling the transaction with other related records or systems,"",0,1,loanCollection.reference,,,,"2024-03-07 19:04:41",,,,,OTHERS
287,0,Collection,ORIGINALTRANSACTIONID,loanCollection.originalTransactionId,The unique identifier of the original loan collection transaction to which the current transaction relates. This is useful when there are changes or updates to a previous transaction,"",0,1,loanCollection.originalTransactionId,,,,"2024-03-07 19:04:41",,,,,OTHERS
288,0,Collection,PRINCIPALCOLLECTED,loanCollection.principalCollected,The amount of the loan principal collected from the borrower during the loan collection process.,"",0,1,loanCollection.principalCollected,,,,"2024-03-07 19:04:41",,,,,OTHERS
289,0,Collection,INTERESTCOLLECTED,loanCollection.interestCollected,The amount of interest collected from the borrower during the loan collection process,"",0,1,loanCollection.interestCollected,,,,"2024-03-07 19:04:41",,,,,OTHERS
290,0,Collection,ADDITIONALINTERESTCOLLECTED,loanCollection.additionalInterestCollected,"The additional interest amount collected from the borrower (e.g., late payment fees, penalties, etc.)","",0,1,loanCollection.additionalInterestCollected,,,,"2024-03-07 19:04:41",,,,,OTHERS
291,0,Collection,PENALINTERESTCOLLECTED,loanCollection.penalInterestCollected,The amount of penal interest collected from the borrower during the loan collection process. Penal interest is charged as a penalty for delayed or missed payments,"",0,1,loanCollection.penalInterestCollected,,,,"2024-03-07 19:04:41",,,,,OTHERS
292,0,Collection,FEECOLLECTED,loanCollection.feeCollected,"The amount of fees collected from the borrower during the loan collection process. These fees may include processing fees, service charges, etc","",0,1,loanCollection.feeCollected,,,,"2024-03-07 19:04:41",,,,,OTHERS
293,0,Collection,UNAPPLIEDCREDITSCOLLECTED,loanCollection.unappliedCreditsCollected,The amount of unapplied credits collected from the borrower. Unapplied credits are payments that have not been applied to any specific loan account or invoice,"",0,1,loanCollection.unappliedCreditsCollected,,,,"2024-03-07 19:04:41",,,,,OTHERS
294,0,Collection,TOTALCOLLECTED,loanCollection.totalCollected,"The total amount collected from the borrower during the loan collection process, including principal, interest, penalties, fees, etc","",0,1,loanCollection.totalCollected,,,,"2024-03-07 19:04:41",,,,,OTHERS
295,0,Collection,TDSDEDUCTED,loanCollection.tdsDeducted,The amount of Tax Deducted at Source (TDS) deducted from the collected amount as per applicable tax regulations,"",0,1,loanCollection.tdsDeducted,,,,"2024-03-07 19:04:41",,,,,OTHERS
296,0,Collection,PRINCIPALWAIVER,loanCollection.principalWaiver,The amount of loan principal waived during the loan collection process. Principal waiver refers to the forgiveness of a portion of the loan amount by the lender,"",0,1,loanCollection.principalWaiver,,,,"2024-03-07 19:04:41",,,,,OTHERS
297,0,Collection,INTERESTWAIVER,loanCollection.interestWaiver,The amount of interest waived during the loan collection process. Interest waiver refers to the forgiveness of a portion of the interest amount by the lender,"",0,1,loanCollection.interestWaiver,,,,"2024-03-07 19:04:41",,,,,OTHERS
298,0,Collection,ADDITIONALINTERESTWAIVER,loanCollection.additionalInterestWaiver,The amount of additional interest waived during the loan collection process. This includes any extra interest charges that have been waived by the lender,"",0,1,loanCollection.additionalInterestWaiver,,,,"2024-03-07 19:04:41",,,,,OTHERS
299,0,Collection,PENALINTERESTWAIVER,loanCollection.penalInterestWaiver,The amount of penal interest waived during the loan collection process. This includes any penalty interest charges that have been forgiven by the lender,"",0,1,loanCollection.penalInterestWaiver,,,,"2024-03-07 19:04:41",,,,,OTHERS
300,0,Collection,FEEWAIVER,loanCollection.feeWaiver,The amount of fees waived during the loan collection process. This includes any processing fees or service charges that have been forgiven by the lender,"",0,1,loanCollection.feeWaiver,,,,"2024-03-07 19:04:41",,,,,OTHERS
301,0,Collection,TRANSACTIONUSER,loanCollection.transactionUser,The user or personnel responsible for processing the loan collection transaction,"",0,1,loanCollection.transactionUser,,,,"2024-03-07 19:04:41",,,,,OTHERS
302,0,Collection,TRANSACTIONDATE,loanCollection.transactionDate,The date of the loan collection transaction,"",0,1,loanCollection.transactionDate,,,,"2024-03-07 19:04:41",,,,,OTHERS
303,0,Collection,TRANSACTIONTIME,loanCollection.transactionTime,The time of the loan collection transaction,"",0,1,loanCollection.transactionTime,,,,"2024-03-07 19:04:41",,,,,OTHERS
730,0,LoanStatus,PARTNERCODE,mliCode,"","",0,1,mliCode,,"",,"2024-03-07 19:04:41",,,,,OTHERS
731,0,LoanStatus,LOANID,mliLoanId,"","",0,1,mliLoanId,,"",,"2024-03-07 19:04:41",,,,,OTHERS
732,0,LoanStatus,STATUSDATE,statusDate,"","",0,1,statusDate,,Loan Status,,"2024-03-07 19:04:41",,,,,OTHERS
733,0,LoanStatus,LOANSTATUS,loanStatus,"","",0,1,loanStatus,,"",,"2024-03-07 19:04:41",,,,,OTHERS
734,0,LoanStatus,SHEDULEUPDATIONREQUIRED,scheduleUpdationRequired,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
735,0,LoanStatus,DISBURSEMENTDATE,disbursementDate,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
736,0,LoanStatus,MATURITYDATE,maturityDate,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
737,0,LoanStatus,CLOSEDDATE,closedDate,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
738,0,LoanStatus,LASTREPAYMENTDATE,lastRepaymentDate,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
739,0,LoanStatus,PRINCIPALOUTSTANDING,principalOutstanding,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
740,0,LoanStatus,WRITEOFFSTATUS,writeOffStatus,"","",0,1,,,Loan Status Group,,"2024-03-07 19:04:41",,,,,OTHERS
741,0,LoanStatus,WRITEOFFDATE,writeOffDate,"","",0,1,,,Loan Status,,"2024-03-07 19:04:41",,,,,OTHERS
742,0,LoanStatus,WRITEOFFREASON,writeOffReason,"","",0,1,,,Loan Status,,"2024-03-07 19:04:41",,,,,OTHERS
743,0,LoanStatus,NPASTATUS,npaStatus,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
744,0,LoanStatus,NPASINCE,npaSince,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
745,0,LoanStatus,DPD,dpd,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
746,0,LoanStatus,PRINCIPALOVERDUE,principalOverdue,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
747,0,LoanStatus,INTERESTOVERDUE,interestOverdue,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
748,0,LoanStatus,PENALINTERESTDUE,penalInterestDue,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
749,0,LoanStatus,FEEDUE,feeDue,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
750,0,LoanStatus,RECOVERYATTEMPTED,recoveryAttempted,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
751,0,LoanStatus,RECOVERYSTATUS,recoveryStatus,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
752,0,LoanStatus,LEGALINITIATED,legalInitiated,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
753,0,LoanStatus,LEGALSTATUS,legalStatus,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
754,0,LoanStatus,INTERNALCREDITSTATUS,internalCreditStatus,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
755,0,LoanStatus,INTERNALCREDITREMARKS,internalCreditRemarks,"","",0,1,,,"",,"2024-03-07 19:04:41",,,,,OTHERS
1136,5,Origination,PARTNERCODE,loanAccount.partnerCode,Partner code,TESTNBFC,0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:24",{model.userId},0.00,,LOAN
1137,5,Origination,PRODUCTCODE,loanAccount.productCode,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1138,5,Origination,LOANID,loanAccount.oldAccountNO,"",CRFARK16966,0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1139,5,Origination,CUSTOMERID,loanAccount.customFields.customerId,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1140,5,Origination,APPLICANTID,loanAccount.customer.oldCustomerId,Applicant id,"",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,CUSTOMER
1141,5,Origination,COAPPLICANT1ID,loanAccount.coapplicant.0.oldCustomerId,Coapplicant 1 customer id,"",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,COAPPLICANT
1142,5,Origination,COAPPLICANT2ID,loanAccount.coapplicant.1.oldCustomerId,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1143,5,Origination,GUARANTOR1ID,loanAccount.customFields.guarantor1Id,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1144,5,Origination,GUARANTOR2ID,loanAccount.customFields.guarantor2Id,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1145,5,Origination,TOTALLOANAMT,loanAccount.totalLoanAmount,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1146,5,Origination,LOANAMT,loanAccount.loanAmount,"","1000000",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1147,5,Origination,LOANAPPLICATIONDATE,loanAccount.loanApplicationDate,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1148,5,Origination,INSTALMENTAMT,loanAccount.equatedInstallmentAmount,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1149,5,Origination,DATEOFDISBURSEMENT,loanAccount.loanDisbursementDate,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1150,5,Origination,NUMBEROFINSTALMENTS,loanAccount.tenure,"","36",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1151,5,Origination,REPAYMENTFREQUENCY,loanAccount.frequency,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1152,5,Origination,INTERESTRATE,loanAccount.interestRate,"","27",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1153,5,Origination,PENALINTERESTRATE,loanAccount.loanAccountAdditional.penalInterestRate,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1154,5,Origination,DATEOFMATURITY,loanAccount.loanAccountAdditional.maturityDate,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1155,5,Origination,LOANPURPOSE1,loanAccount.loanPurpose1,"",Business Expansion,0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1156,5,Origination,LOANPURPOSE2,loanAccount.loanPurpose2,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1157,5,Origination,INSURANCEAMT,loanAccount.insuranceFee,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1158,5,Origination,COLLATERALVALUE,loanAccount.collateral.0..collateralValue,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1159,5,Origination,BORROWERINCOME,loanAccount.loanAccountAdditional.netIncomeOfBorrower,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1160,5,Origination,HOUSEHOLDINCOME,loanAccount.loanAccountAdditional.netIncomeOfHousehold,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1161,5,Origination,CBSCORE,loanAccount.loanAccountAdditional.creditBureauScore,CIbil score,"850",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1162,5,Origination,LENDER1INTERESTRATE,loanAccount.loanAccountAdditional.colendingBankInterestRate,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1163,5,Origination,LENDER1PENALINTERESTRATE,loanAccount.loanAccountAdditional.colendingBankPenalInterestRate,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1164,5,Origination,UDF1,loanAccount.accountUserDefinedFields.userDefinedFieldValues.udf1,"","",0,0,,ALL,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1165,5,Origination,UDF2,loanAccount.accountUserDefinedFields.userDefinedFieldValues.udf2,"","",0,0,,LeadApproval,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1166,5,Origination,UDF3,loanAccount.accountUserDefinedFields.userDefinedFieldValues.udf3,"","",0,0,,"LoanInitiation,LeadApproval","","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1167,5,Origination,UDF4,loanAccount.accountUserDefinedFields.userDefinedFieldValues.udf4,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1168,5,Origination,UDF5,loanAccount.accountUserDefinedFields.userDefinedFieldValues.udf5,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1169,5,Origination,UDF6,loanAccount.accountUserDefinedFields.userDefinedFieldValues.udf6,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1170,5,Origination,UDF7,loanAccount.accountUserDefinedFields.userDefinedFieldValues.udf7,"","",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
1171,5,Origination,UDF8,loanAccount.accountUserDefinedFields.userDefinedFieldValues.udf8,"1","1",0,0,,,"","","2024-03-07 19:04:41","2024-08-27 23:54:21",{model.userId},0.00,,LOAN
